X Z
-15 3.5481e-05
-14.97 3.5481e-05
-14.9401 3.5481e-05
-14.9101 3.5481e-05
-14.8801 3.5481e-05
-14.8501 3.5481e-05
-14.8202 3.5481e-05
-14.7902 3.5481e-05
-14.7602 3.5481e-05
-14.7303 3.5481e-05
-14.7003 3.5481e-05
-14.6703 3.5481e-05
-14.6404 3.5481e-05
-14.6104 3.5481e-05
-14.5804 3.5481e-05
-14.5504 3.5481e-05
-14.5205 3.5481e-05
-14.4905 3.5481e-05
-14.4605 3.5481e-05
-14.4306 3.5481e-05
-14.4006 3.5481e-05
-14.3706 3.5481e-05
-14.3407 3.5481e-05
-14.3107 3.5481e-05
-14.2807 3.5481e-05
-14.2507 3.5481e-05
-14.2208 3.5481e-05
-14.1908 3.5481e-05
-14.1608 3.5481e-05
-14.1309 3.5481e-05
-14.1009 3.5481e-05
-14.0709 3.5481e-05
-14.041 3.5481e-05
-14.011 3.5481e-05
-13.981 3.5481e-05
-13.951 3.5481e-05
-13.9211 3.5481e-05
-13.8911 3.5481e-05
-13.8611 3.5481e-05
-13.8312 3.5481e-05
-13.8012 3.5481e-05
-13.7712 3.5481e-05
-13.7413 3.5481e-05
-13.7113 3.5481e-05
-13.6813 3.5481e-05
-13.6513 3.5481e-05
-13.6214 3.5481e-05
-13.5914 3.5481e-05
-13.5614 3.5481e-05
-13.5315 3.5481e-05
-13.5015 3.5481e-05
-13.4715 3.5481e-05
-13.4416 3.5481e-05
-13.4116 3.5481e-05
-13.3816 3.5481e-05
-13.3516 3.5481e-05
-13.3217 3.5481e-05
-13.2917 3.5481e-05
-13.2617 3.5481e-05
-13.2318 3.5481e-05
-13.2018 3.5481e-05
-13.1718 3.5481e-05
-13.1419 3.5481e-05
-13.1119 3.5481e-05
-13.0819 3.5481e-05
-13.0519 3.5481e-05
-13.022 3.5481e-05
-12.992 3.5481e-05
-12.962 3.5481e-05
-12.9321 3.5481e-05
-12.9021 3.5481e-05
-12.8721 3.5481e-05
-12.8422 3.5481e-05
-12.8122 3.5481e-05
-12.7822 3.5481e-05
-12.7522 3.5481e-05
-12.7223 3.5481e-05
-12.6923 3.5481e-05
-12.6623 3.5481e-05
-12.6324 3.5481e-05
-12.6024 3.5481e-05
-12.5724 3.5481e-05
-12.5425 3.5481e-05
-12.5125 3.5481e-05
-12.4825 3.5481e-05
-12.4525 3.5481e-05
-12.4226 3.5481e-05
-12.3926 3.5481e-05
-12.3626 3.5481e-05
-12.3327 3.5481e-05
-12.3027 3.5481e-05
-12.2727 3.5481e-05
-12.2428 3.5481e-05
-12.2128 3.5481e-05
-12.1828 3.5481e-05
-12.1528 3.5481e-05
-12.1229 3.5481e-05
-12.0929 3.5481e-05
-12.0629 3.5481e-05
-12.033 3.5481e-05
-12.003 3.5481e-05
-11.973 3.5481e-05
-11.9431 3.5481e-05
-11.9131 3.5481e-05
-11.8831 3.5481e-05
-11.8531 3.5481e-05
-11.8232 3.5481e-05
-11.7932 3.5481e-05
-11.7632 3.5481e-05
-11.7333 3.5481e-05
-11.7033 3.5481e-05
-11.6733 3.5481e-05
-11.6434 3.5481e-05
-11.6134 3.5481e-05
-11.5834 3.5481e-05
-11.5534 3.5481e-05
-11.5235 3.5481e-05
-11.4935 3.5481e-05
-11.4635 3.5481e-05
-11.4336 3.5481e-05
-11.4036 3.5481e-05
-11.3736 3.5481e-05
-11.3437 3.5481e-05
-11.3137 3.5481e-05
-11.2837 3.5481e-05
-11.2537 3.5481e-05
-11.2238 3.5481e-05
-11.1938 3.5481e-05
-11.1638 3.5481e-05
-11.1339 3.5481e-05
-11.1039 3.5481e-05
-11.0739 3.5481e-05
-11.044 3.5481e-05
-11.014 3.5481e-05
-10.984 3.5481e-05
-10.954 3.5481e-05
-10.9241 3.5481e-05
-10.8941 3.5481e-05
-10.8641 3.5481e-05
-10.8342 3.5481e-05
-10.8042 3.5481e-05
-10.7742 3.5481e-05
-10.7443 3.5481e-05
-10.7143 3.5481e-05
-10.6843 3.5481e-05
-10.6543 3.5481e-05
-10.6244 3.5481e-05
-10.5944 3.5481e-05
-10.5644 3.5481e-05
-10.5345 3.5481e-05
-10.5045 3.5481e-05
-10.4745 3.5481e-05
-10.4446 3.5481e-05
-10.4146 3.5481e-05
-10.3846 3.5481e-05
-10.3546 3.5481e-05
-10.3247 3.5481e-05
-10.2947 3.5481e-05
-10.2647 3.5481e-05
-10.2348 3.5481e-05
-10.2048 3.5481e-05
-10.1748 3.5481e-05
-10.1449 3.5481e-05
-10.1149 3.5481e-05
-10.0849 3.5481e-05
-10.0549 3.5481e-05
-10.025 3.5481e-05
-9.995 3.5481e-05
-9.96503 3.5481e-05
-9.93506 3.5481e-05
-9.90509 3.5481e-05
-9.87512 3.5481e-05
-9.84515 3.5481e-05
-9.81518 3.5481e-05
-9.78521 3.5481e-05
-9.75524 3.5481e-05
-9.72527 3.5481e-05
-9.6953 3.5481e-05
-9.66533 3.5481e-05
-9.63536 3.5481e-05
-9.60539 3.5481e-05
-9.57542 3.5481e-05
-9.54545 3.5481e-05
-9.51548 3.5481e-05
-9.48551 3.5481e-05
-9.45554 3.5481e-05
-9.42557 3.5481e-05
-9.3956 3.5481e-05
-9.36563 3.5481e-05
-9.33566 3.5481e-05
-9.30569 3.5481e-05
-9.27572 3.5481e-05
-9.24575 3.54811e-05
-9.21578 3.54811e-05
-9.18581 3.54811e-05
-9.15584 3.54811e-05
-9.12587 3.54811e-05
-9.0959 3.54811e-05
-9.06593 3.54811e-05
-9.03596 3.54812e-05
-9.00599 3.54812e-05
-8.97602 3.54812e-05
-8.94605 3.54812e-05
-8.91608 3.54813e-05
-8.88611 3.54813e-05
-8.85614 3.54814e-05
-8.82617 3.54814e-05
-8.7962 3.54815e-05
-8.76623 3.54815e-05
-8.73626 3.54816e-05
-8.70629 3.54817e-05
-8.67632 3.54818e-05
-8.64635 3.54819e-05
-8.61638 3.5482e-05
-8.58641 3.54821e-05
-8.55644 3.54822e-05
-8.52647 3.54824e-05
-8.4965 3.54826e-05
-8.46653 3.54828e-05
-8.43656 3.5483e-05
-8.40659 3.54832e-05
-8.37662 3.54834e-05
-8.34665 3.54837e-05
-8.31668 3.54839e-05
-8.28671 3.54843e-05
-8.25674 3.54846e-05
-8.22677 3.54849e-05
-8.1968 3.54853e-05
-8.16683 3.54857e-05
-8.13686 3.54861e-05
-8.10689 3.54866e-05
-8.07692 3.54871e-05
-8.04695 3.54876e-05
-8.01698 3.54881e-05
-7.98701 3.54887e-05
-7.95704 3.54893e-05
-7.92707 3.54899e-05
-7.8971 3.54905e-05
-7.86713 3.54911e-05
-7.83716 3.54917e-05
-7.80719 3.54923e-05
-7.77722 3.54929e-05
-7.74725 3.54935e-05
-7.71728 3.5494e-05
-7.68731 3.54945e-05
-7.65734 3.5495e-05
-7.62737 3.54953e-05
-7.5974 3.54955e-05
-7.56743 3.54956e-05
-7.53746 3.54956e-05
-7.50749 3.54954e-05
-7.47752 3.54949e-05
-7.44755 3.54942e-05
-7.41758 3.54931e-05
-7.38761 3.54917e-05
-7.35764 3.54899e-05
-7.32767 3.54876e-05
-7.2977 3.54847e-05
-7.26773 3.54812e-05
-7.23776 3.5477e-05
-7.20779 3.5472e-05
-7.17782 3.5466e-05
-7.14785 3.54591e-05
-7.11788 3.54509e-05
-7.08791 3.54414e-05
-7.05794 3.54305e-05
-7.02797 3.5418e-05
-6.998 3.54036e-05
-6.96803 3.53873e-05
-6.93806 3.53687e-05
-6.90809 3.53477e-05
-6.87812 3.5324e-05
-6.84815 3.52974e-05
-6.81818 3.52675e-05
-6.78821 3.5234e-05
-6.75824 3.51966e-05
-6.72827 3.5155e-05
-6.6983 3.51088e-05
-6.66833 3.50575e-05
-6.63836 3.50007e-05
-6.60839 3.4938e-05
-6.57842 3.48689e-05
-6.54845 3.47929e-05
-6.51848 3.47093e-05
-6.48851 3.46177e-05
-6.45854 3.45175e-05
-6.42857 3.44079e-05
-6.3986 3.42883e-05
-6.36863 3.4158e-05
-6.33866 3.40164e-05
-6.30869 3.38626e-05
-6.27872 3.36958e-05
-6.24875 3.35153e-05
-6.21878 3.33203e-05
-6.18881 3.31098e-05
-6.15884 3.28832e-05
-6.12887 3.26394e-05
-6.0989 3.23776e-05
-6.06893 3.20971e-05
-6.03896 3.17969e-05
-6.00899 3.14762e-05
-5.97902 3.11343e-05
-5.94905 3.07705e-05
-5.91908 3.03839e-05
-5.88911 2.99741e-05
-5.85914 2.95405e-05
-5.82917 2.90827e-05
-5.7992 2.86004e-05
-5.76923 2.80934e-05
-5.73926 2.75618e-05
-5.70929 2.70058e-05
-5.67932 2.64258e-05
-5.64935 2.58225e-05
-5.61938 2.51971e-05
-5.58941 2.45507e-05
-5.55944 2.38853e-05
-5.52947 2.3203e-05
-5.4995 2.25065e-05
-5.46953 2.17992e-05
-5.43956 2.10849e-05
-5.40959 2.03684e-05
-5.37962 1.96552e-05
-5.34965 1.89518e-05
-5.31968 1.82656e-05
-5.28971 1.76054e-05
-5.25974 1.69811e-05
-5.22977 1.64044e-05
-5.1998 1.58884e-05
-5.16983 1.5448e-05
-5.13986 1.51006e-05
-5.10989 1.48655e-05
-5.07992 1.47648e-05
-5.04995 1.48233e-05
-5.01998 1.50693e-05
-4.99001 1.55344e-05
-4.96004 1.62543e-05
-4.93007 1.72688e-05
-4.9001 1.86228e-05
-4.87013 2.03663e-05
-4.84016 2.25553e-05
-4.81019 2.52522e-05
-4.78022 2.85263e-05
-4.75025 3.24549e-05
-4.72028 3.71235e-05
-4.69031 4.26273e-05
-4.66034 4.90711e-05
-4.63037 5.65714e-05
-4.6004 6.52561e-05
-4.57043 7.52667e-05
-4.54046 8.67586e-05
-4.51049 9.99029e-05
-4.48052 0.000114887
-4.45055 0.000131917
-4.42058 0.000151218
-4.39061 0.000173036
-4.36064 0.000197641
-4.33067 0.000225324
-4.3007 0.000256406
-4.27073 0.000291234
-4.24076 0.000330186
-4.21079 0.00037367
-4.18082 0.00042213
-4.15085 0.000476047
-4.12088 0.000535938
-4.09091 0.000602366
-4.06094 0.000675932
-4.03097 0.000757289
-4.001 0.000847134
-3.97103 0.000946222
-3.94106 0.00105536
-3.91109 0.0011754
-3.88112 0.00130729
-3.85115 0.001452
-3.82118 0.0016106
-3.79121 0.00178422
-3.76124 0.00197404
-3.73127 0.00218136
