X Z
-15 1.1268e-14
-14.97 1.09093e-14
-14.9401 9.8828e-15
-14.9101 8.33136e-15
-14.8801 6.47193e-15
-14.8501 4.56713e-15
-14.8202 2.89066e-15
-14.7902 1.69117e-15
-14.7602 1.1595e-15
-14.7303 1.40342e-15
-14.7003 2.43336e-15
-14.6703 4.16097e-15
-14.6404 6.4108e-15
-14.6104 8.94355e-15
-14.5804 1.1488e-14
-14.5504 1.37771e-14
-14.5205 1.55843e-14
-14.4905 1.67541e-14
-14.4605 1.72235e-14
-14.4306 1.70321e-14
-14.4006 1.63174e-14
-14.3706 1.5298e-14
-14.3407 1.42461e-14
-14.3107 1.34516e-14
-14.2807 1.3185e-14
-14.2507 1.36618e-14
-14.2208 1.50141e-14
-14.1908 1.72737e-14
-14.1608 2.03684e-14
-14.1309 2.41317e-14
-14.1009 2.83262e-14
-14.0709 3.26768e-14
-14.041 3.69085e-14
-14.011 4.07857e-14
-13.981 4.41462e-14
-13.951 4.69261e-14
-13.9211 4.91716e-14
-13.8911 5.10359e-14
-13.8611 5.2763e-14
-13.8312 5.46577e-14
-13.8012 5.70484e-14
-13.7712 6.02463e-14
-13.7413 6.45063e-14
-13.7113 6.9996e-14
-13.6813 7.67767e-14
-13.6513 8.4798e-14
-13.6214 9.39095e-14
-13.5914 1.03885e-13
-13.5614 1.14459e-13
-13.5315 1.2537e-13
-13.5015 1.364e-13
-13.4715 1.47418e-13
-13.4416 1.58399e-13
-13.4116 1.69445e-13
-13.3816 1.80778e-13
-13.3516 1.92719e-13
-13.3217 2.05659e-13
-13.2917 2.20018e-13
-13.2617 2.36197e-13
-13.2318 2.54541e-13
-13.2018 2.753e-13
-13.1718 2.98619e-13
-13.1419 3.24523e-13
-13.1119 3.52944e-13
-13.0819 3.83742e-13
-13.0519 4.16748e-13
-13.022 4.51815e-13
-12.992 4.88861e-13
-12.962 5.27911e-13
-12.9321 5.69127e-13
-12.9021 6.12818e-13
-12.8721 6.59436e-13
-12.8422 7.09554e-13
-12.8122 7.6383e-13
-12.7822 8.2296e-13
-12.7522 8.87637e-13
-12.7223 9.58503e-13
-12.6923 1.03612e-12
-12.6623 1.12096e-12
-12.6324 1.2134e-12
-12.6024 1.31375e-12
-12.5724 1.42227e-12
-12.5425 1.53926e-12
-12.5125 1.66508e-12
-12.4825 1.80019e-12
-12.4525 1.94525e-12
-12.4226 2.10108e-12
-12.3926 2.26872e-12
-12.3626 2.44941e-12
-12.3327 2.64454e-12
-12.3027 2.85566e-12
-12.2727 3.0844e-12
-12.2428 3.3324e-12
-12.2128 3.60136e-12
-12.1828 3.89292e-12
-12.1528 4.20868e-12
-12.1229 4.55025e-12
-12.0929 4.91923e-12
-12.0629 5.31725e-12
-12.033 5.74609e-12
-12.003 6.20763e-12
-11.973 6.70402e-12
-11.9431 7.23761e-12
-11.9131 7.81105e-12
-11.8831 8.42727e-12
-11.8531 9.08946e-12
-11.8232 9.80103e-12
-11.7932 1.05656e-11
-11.7632 1.13868e-11
-11.7333 1.22686e-11
-11.7033 1.32146e-11
-11.6733 1.42289e-11
-11.6434 1.5315e-11
-11.6134 1.64769e-11
-11.5834 1.77182e-11
-11.5534 1.90428e-11
-11.5235 2.04543e-11
-11.4935 2.19566e-11
-11.4635 2.35537e-11
-11.4336 2.52495e-11
-11.4036 2.70482e-11
-11.3736 2.89537e-11
-11.3437 3.09701e-11
-11.3137 3.31013e-11
-11.2837 3.53509e-11
-11.2537 3.77222e-11
-11.2238 4.02181e-11
-11.1938 4.28407e-11
-11.1638 4.55916e-11
-11.1339 4.84718e-11
-11.1039 5.1481e-11
-11.0739 5.46185e-11
-11.044 5.78823e-11
-11.014 6.12693e-11
-10.984 6.47756e-11
-10.954 6.83959e-11
-10.9241 7.21237e-11
-10.8941 7.5951e-11
-10.8641 7.98686e-11
-10.8342 8.38654e-11
-10.8042 8.79286e-11
-10.7742 9.20437e-11
-10.7443 9.6194e-11
-10.7143 1.00361e-10
-10.6843 1.04523e-10
-10.6543 1.08658e-10
-10.6244 1.1274e-10
-10.5944 1.16743e-10
-10.5644 1.20636e-10
-10.5345 1.24389e-10
-10.5045 1.2797e-10
-10.4745 1.31346e-10
-10.4446 1.34484e-10
-10.4146 1.37349e-10
-10.3846 1.39911e-10
-10.3546 1.42138e-10
-10.3247 1.44004e-10
-10.2947 1.45486e-10
-10.2647 1.46568e-10
-10.2348 1.47241e-10
-10.2048 1.47508e-10
-10.1748 1.47383e-10
-10.1449 1.469e-10
-10.1149 1.4611e-10
-10.0849 1.45089e-10
-10.0549 1.43946e-10
-10.025 1.42821e-10
-9.995 1.41901e-10
-9.96503 1.41421e-10
-9.93506 1.41675e-10
-9.90509 1.43028e-10
-9.87512 1.45926e-10
-9.84515 1.50908e-10
-9.81518 1.58623e-10
-9.78521 1.69848e-10
-9.75524 1.85503e-10
-9.72527 2.06679e-10
-9.6953 2.34656e-10
-9.66533 2.70935e-10
-9.63536 3.1727e-10
-9.60539 3.75699e-10
-9.57542 4.48586e-10
-9.54545 5.38668e-10
-9.51548 6.49099e-10
-9.48551 7.83507e-10
-9.45554 9.46062e-10
-9.42557 1.14153e-09
-9.3956 1.37538e-09
-9.36563 1.65382e-09
-9.33566 1.98395e-09
-9.30569 2.37381e-09
-9.27572 2.83256e-09
-9.24575 3.37056e-09
-9.21578 3.99952e-09
-9.18581 4.73268e-09
-9.15584 5.58498e-09
-9.12587 6.57324e-09
-9.0959 7.71641e-09
-9.06593 9.03574e-09
-9.03596 1.05551e-08
-9.00599 1.23013e-08
-8.97602 1.43042e-08
-8.94605 1.65975e-08
-8.91608 1.92184e-08
-8.88611 2.22088e-08
-8.85614 2.56154e-08
-8.82617 2.94898e-08
-8.7962 3.38899e-08
-8.76623 3.88798e-08
-8.73626 4.45308e-08
-8.70629 5.09217e-08
-8.67632 5.81402e-08
-8.64635 6.62833e-08
-8.61638 7.54582e-08
-8.58641 8.57834e-08
-8.55644 9.739e-08
-8.52647 1.10422e-07
-8.4965 1.2504e-07
-8.46653 1.41418e-07
-8.43656 1.59749e-07
-8.40659 1.80246e-07
-8.37662 2.03143e-07
-8.34665 2.28695e-07
-8.31668 2.57184e-07
-8.28671 2.88918e-07
-8.25674 3.24234e-07
-8.22677 3.63502e-07
-8.1968 4.07125e-07
-8.16683 4.55547e-07
-8.13686 5.09248e-07
-8.10689 5.68755e-07
-8.07692 6.34643e-07
-8.04695 7.07537e-07
-8.01698 7.88118e-07
-7.98701 8.77128e-07
-7.95704 9.75373e-07
-7.92707 1.08373e-06
-7.8971 1.20315e-06
-7.86713 1.33466e-06
-7.83716 1.47939e-06
-7.80719 1.63855e-06
-7.77722 1.81345e-06
-7.74725 2.00552e-06
-7.71728 2.2163e-06
-7.68731 2.44744e-06
-7.65734 2.70076e-06
-7.62737 2.97818e-06
-7.5974 3.28181e-06
-7.56743 3.6139e-06
-7.53746 3.97689e-06
-7.50749 4.3734e-06
-7.47752 4.80626e-06
-7.44755 5.2785e-06
-7.41758 5.79338e-06
-7.38761 6.35443e-06
-7.35764 6.9654e-06
-7.32767 7.63035e-06
-7.2977 8.35362e-06
-7.26773 9.13987e-06
-7.23776 9.99409e-06
-7.20779 1.09216e-05
-7.17782 1.19282e-05
-7.14785 1.302e-05
-7.11788 1.42035e-05
-7.08791 1.54857e-05
-7.05794 1.68742e-05
-7.02797 1.83769e-05
-6.998 2.00024e-05
-6.96803 2.17599e-05
-6.93806 2.36589e-05
-6.90809 2.571e-05
-6.87812 2.79242e-05
-6.84815 3.03133e-05
-6.81818 3.28898e-05
-6.78821 3.56672e-05
-6.75824 3.86596e-05
-6.72827 4.18821e-05
-6.6983 4.5351e-05
-6.66833 4.90833e-05
-6.63836 5.30972e-05
-6.60839 5.74121e-05
-6.57842 6.20485e-05
-6.54845 6.70282e-05
-6.51848 7.23743e-05
-6.48851 7.81115e-05
-6.45854 8.42658e-05
-6.42857 9.08649e-05
-6.3986 9.7938e-05
