X T Z
0.938723 0.0398406 0.240683
0.963756 0.0398406 0.237835
0.988788 0.0398406 0.234946
1.01382 0.0398406 0.23202
1.03885 0.0398406 0.229059
1.06389 0.0398406 0.226064
1.08892 0.0398406 0.223039
1.11395 0.0398406 0.219985
1.13898 0.0398406 0.216905
1.16402 0.0398406 0.213802
1.18905 0.0398406 0.210676
1.21408 0.0398406 0.207532
1.23911 0.0398406 0.20437
1.26415 0.0398406 0.201193
1.28918 0.0398406 0.198004
1.31421 0.0398406 0.194804
1.33924 0.0398406 0.191596
1.36428 0.0398406 0.188381
1.38931 0.0398406 0.185163
1.41434 0.0398406 0.181943
1.43938 0.0398406 0.178722
1.46441 0.0398406 0.175504
1.48944 0.0398406 0.172289
1.51447 0.0398406 0.169081
1.53951 0.0398406 0.16588
1.56454 0.0398406 0.162689
1.58957 0.0398406 0.159509
1.6146 0.0398406 0.156342
1.63964 0.0398406 0.15319
1.66467 0.0398406 0.150055
1.6897 0.0398406 0.146938
1.71473 0.0398406 0.14384
1.73977 0.0398406 0.140764
1.7648 0.0398406 0.137711
1.78983 0.0398406 0.134681
1.81486 0.0398406 0.131677
1.8399 0.0398406 0.128699
1.86493 0.0398406 0.12575
1.88996 0.0398406 0.122829
1.91499 0.0398406 0.119939
1.94003 0.0398406 0.11708
1.96506 0.0398406 0.114253
1.99009 0.0398406 0.11146
2.01513 0.0398406 0.108701
2.04016 0.0398406 0.105977
2.06519 0.0398406 0.103289
2.09022 0.0398406 0.100638
2.11526 0.0398406 0.0980236
2.14029 0.0398406 0.0954475
2.16532 0.0398406 0.09291
2.19035 0.0398406 0.0904117
2.21539 0.0398406 0.0879529
2.24042 0.0398406 0.0855342
2.26545 0.0398406 0.083156
2.29048 0.0398406 0.0808186
2.31552 0.0398406 0.0785222
2.34055 0.0398406 0.0762673
2.36558 0.0398406 0.0740538
2.39061 0.0398406 0.0718821
2.41565 0.0398406 0.0697522
2.44068 0.0398406 0.0676642
2.46571 0.0398406 0.0656182
2.49074 0.0398406 0.0636141
2.51578 0.0398406 0.0616519
2.54081 0.0398406 0.0597314
2.56584 0.0398406 0.0578527
2.59088 0.0398406 0.0560155
2.61591 0.0398406 0.0542197
2.64094 0.0398406 0.052465
2.66597 0.0398406 0.0507512
2.69101 0.0398406 0.049078
2.71604 0.0398406 0.0474451
2.74107 0.0398406 0.0458522
2.7661 0.0398406 0.0442988
2.79114 0.0398406 0.0427846
2.81617 0.0398406 0.0413088
2.8412 0.0398406 0.0398712
2.86623 0.0398406 0.0384717
2.89127 0.0398406 0.0371121
2.9163 0.0398406 0.035795
2.94133 0.0398406 0.0345216
2.96636 0.0398406 0.0332818
2.9914 0.0398406 0.0320416
3.01643 0.0398406 0.0307446
3.04146 0.0398406 0.0293646
3.06649 0.0398406 0.0280351
3.09153 0.0398406 0.0271497
3.11656 0.0398406 0.0270415
-3.14159 0.059761 0.0270513
-3.11656 0.059761 0.0274357
-3.09153 0.059761 0.0277361
-3.06649 0.059761 0.0280099
-3.04146 0.059761 0.0289064
-3.01643 0.059761 0.0303336
-2.9914 0.059761 0.0318724
-2.96636 0.059761 0.0332902
-2.94133 0.059761 0.0345858
-2.9163 0.059761 0.035844
-2.89127 0.059761 0.0371315
-2.86623 0.059761 0.038473
-2.8412 0.059761 0.039867
-2.81617 0.059761 0.0413056
-2.79114 0.059761 0.0427835
-2.7661 0.059761 0.044299
-2.74107 0.059761 0.0458528
-2.71604 0.059761 0.0474457
-2.69101 0.059761 0.0490785
-2.66597 0.059761 0.0507516
-2.64094 0.059761 0.0524654
-2.61591 0.059761 0.0542201
-2.59088 0.059761 0.0560159
-2.56584 0.059761 0.0578531
-2.54081 0.059761 0.0597319
-2.51578 0.059761 0.0616523
-2.49074 0.059761 0.0636145
-2.46571 0.059761 0.0656186
-2.44068 0.059761 0.0676646
-2.41565 0.059761 0.0697526
-2.39061 0.059761 0.0718825
-2.36558 0.059761 0.0740542
-2.34055 0.059761 0.0762676
-2.31552 0.059761 0.0785226
-2.29048 0.059761 0.080819
-2.26545 0.059761 0.0831564
-2.24042 0.059761 0.0855346
-2.21539 0.059761 0.0879533
-2.19035 0.059761 0.090412
-2.16532 0.059761 0.0929104
-2.14029 0.059761 0.0954479
-2.11526 0.059761 0.0980239
-2.09022 0.059761 0.100638
-2.06519 0.059761 0.103289
-2.04016 0.059761 0.105977
-2.01513 0.059761 0.108701
-1.99009 0.059761 0.11146
-1.96506 0.059761 0.114254
-1.94003 0.059761 0.11708
-1.91499 0.059761 0.119939
-1.88996 0.059761 0.122829
-1.86493 0.059761 0.12575
-1.8399 0.059761 0.128699
-1.81486 0.059761 0.131677
-1.78983 0.059761 0.134681
-1.7648 0.059761 0.137711
-1.73977 0.059761 0.140764
-1.71473 0.059761 0.143841
-1.6897 0.059761 0.146938
-1.66467 0.059761 0.150055
-1.63964 0.059761 0.15319
-1.6146 0.059761 0.156342
-1.58957 0.059761 0.159509
-1.56454 0.059761 0.162689
-1.53951 0.059761 0.16588
-1.51447 0.059761 0.169081
-1.48944 0.059761 0.172289
-1.46441 0.059761 0.175504
-1.43938 0.059761 0.178722
-1.41434 0.059761 0.181942
-1.38931 0.059761 0.185163
-1.36428 0.059761 0.188381
-1.33924 0.059761 0.191596
-1.31421 0.059761 0.194804
-1.28918 0.059761 0.198004
-1.26415 0.059761 0.201193
-1.23911 0.059761 0.20437
-1.21408 0.059761 0.207531
-1.18905 0.059761 0.210676
-1.16402 0.059761 0.213801
-1.13898 0.059761 0.216905
-1.11395 0.059761 0.219985
