X Z
0 0.303787
0.0598802 0.303787
0.11976 0.303787
0.179641 0.303788
0.239521 0.303789
0.299401 0.303791
0.359281 0.303792
0.419162 0.303793
0.479042 0.303795
0.538922 0.303796
0.598802 0.303796
0.658683 0.303797
0.718563 0.303797
0.778443 0.303796
0.838323 0.303795
0.898204 0.303794
0.958084 0.303793
1.01796 0.303791
1.07784 0.303789
1.13772 0.303788
1.1976 0.303786
1.25749 0.303785
1.31737 0.303784
1.37725 0.303783
1.43713 0.303783
1.49701 0.303784
1.55689 0.303785
1.61677 0.303786
1.67665 0.303789
1.73653 0.303791
1.79641 0.303794
1.85629 0.303797
1.91617 0.303799
1.97605 0.303802
2.03593 0.303804
2.09581 0.303805
2.15569 0.303806
2.21557 0.303806
2.27545 0.303805
2.33533 0.303803
2.39521 0.303801
2.45509 0.303797
2.51497 0.303793
2.57485 0.303788
2.63473 0.303783
2.69461 0.303778
2.75449 0.303773
2.81437 0.303769
2.87425 0.303765
2.93413 0.303763
2.99401 0.303761
3.05389 0.303761
3.11377 0.303763
3.17365 0.303766
3.23353 0.303771
3.29341 0.303778
3.35329 0.303786
3.41317 0.303795
3.47305 0.303806
3.53293 0.303816
3.59281 0.303827
3.65269 0.303837
3.71257 0.303847
3.77246 0.303855
3.83234 0.303861
3.89222 0.303865
3.9521 0.303866
4.01198 0.303864
4.07186 0.303859
4.13174 0.30385
4.19162 0.303838
4.2515 0.303822
4.31138 0.303803
4.37126 0.303781
4.43114 0.303757
4.49102 0.303731
4.5509 0.303703
4.61078 0.303676
4.67066 0.303649
4.73054 0.303624
4.79042 0.303601
4.8503 0.303582
4.91018 0.303568
4.97006 0.30356
5.02994 0.303557
5.08982 0.303563
5.1497 0.303575
5.20958 0.303597
5.26946 0.303627
5.32934 0.303665
5.38922 0.303712
5.4491 0.303768
5.50898 0.30383
5.56886 0.3039
5.62874 0.303974
5.68862 0.304053
5.7485 0.304135
5.80838 0.304217
5.86826 0.304298
5.92814 0.304376
5.98802 0.304449
6.0479 0.304515
6.10778 0.304571
6.16766 0.304615
6.22754 0.304646
6.28743 0.304661
6.34731 0.304658
6.40719 0.304637
6.46707 0.304596
6.52695 0.304534
6.58683 0.304451
6.64671 0.304346
6.70659 0.304219
6.76647 0.304072
6.82635 0.303904
6.88623 0.303717
6.94611 0.303513
7.00599 0.303294
7.06587 0.303062
7.12575 0.302821
7.18563 0.302573
7.24551 0.30232
7.30539 0.302068
7.36527 0.301819
7.42515 0.301578
7.48503 0.301347
7.54491 0.301131
7.60479 0.300933
7.66467 0.300757
7.72455 0.300607
7.78443 0.300485
7.84431 0.300395
7.90419 0.300339
7.96407 0.30032
8.02395 0.30034
8.08383 0.300399
8.14371 0.3005
8.20359 0.300643
8.26347 0.300828
8.32335 0.301055
8.38323 0.301323
8.44311 0.301632
8.50299 0.301979
8.56287 0.302363
8.62275 0.302782
8.68263 0.303233
8.74251 0.303713
8.8024 0.304219
8.86228 0.304747
8.92216 0.305295
8.98204 0.305859
9.04192 0.306436
9.1018 0.307021
9.16168 0.307611
9.22156 0.308204
9.28144 0.308796
9.34132 0.309384
9.4012 0.309967
9.46108 0.310541
9.52096 0.311105
9.58084 0.311659
9.64072 0.312201
9.7006 0.312731
9.76048 0.31325
9.82036 0.313758
9.88024 0.314256
9.94012 0.314747
10 0.315232
10.0599 0.315715
10.1198 0.3162
10.1796 0.316689
10.2395 0.317187
10.2994 0.317698
10.3593 0.318228
10.4192 0.318781
10.479 0.319362
10.5389 0.319977
10.5988 0.320631
10.6587 0.321329
10.7186 0.322075
10.7784 0.322876
10.8383 0.323734
10.8982 0.324655
10.9581 0.325642
11.018 0.326697
11.0778 0.327824
11.1377 0.329024
11.1976 0.330298
11.2575 0.331646
11.3174 0.333069
11.3772 0.334565
11.4371 0.336131
11.497 0.337764
11.5569 0.339462
11.6168 0.341218
11.6766 0.343029
11.7365 0.344887
11.7964 0.346785
11.8563 0.348717
11.9162 0.350674
11.976 0.352647
12.0359 0.354628
12.0958 0.356608
12.1557 0.358577
12.2156 0.360526
12.2754 0.362446
12.3353 0.364327
12.3952 0.366161
12.4551 0.367938
12.515 0.369652
12.5749 0.371293
12.6347 0.372856
12.6946 0.374334
12.7545 0.375722
12.8144 0.377014
12.8743 0.378207
12.9341 0.379297
12.994 0.380284
13.0539 0.381165
13.1138 0.381939
13.1737 0.382608
13.2335 0.383173
13.2934 0.383636
13.3533 0.384
13.4132 0.384268
13.4731 0.384444
13.5329 0.384535
13.5928 0.384544
13.6527 0.384479
13.7126 0.384345
13.7725 0.384149
13.8323 0.383899
13.8922 0.383601
13.9521 0.383264
14.012 0.382894
14.0719 0.382498
14.1317 0.382085
14.1916 0.381662
14.2515 0.381235
14.3114 0.380812
14.3713 0.380399
14.4311 0.380003
14.491 0.379629
14.5509 0.379282
14.6108 0.378967
14.6707 0.378689
14.7305 0.378452
14.7904 0.378258
14.8503 0.378111
14.9102 0.378011
14.9701 0.377961
15.0299 0.377961
15.0898 0.378011
15.1497 0.378111
15.2096 0.378258
15.2695 0.378452
15.3293 0.378689
15.3892 0.378967
15.4491 0.379282
15.509 0.379629
15.5689 0.380003
15.6287 0.380399
15.6886 0.380812
15.7485 0.381235
15.8084 0.381662
15.8683 0.382085
15.9281 0.382498
15.988 0.382894
16.0479 0.383264
16.1078 0.383601
16.1677 0.383899
16.2275 0.384149
16.2874 0.384345
16.3473 0.384479
16.4072 0.384544
16.4671 0.384535
16.5269 0.384444
16.5868 0.384268
16.6467 0.384
16.7066 0.383636
16.7665 0.383173
16.8263 0.382608
16.8862 0.381939
16.9461 0.381165
17.006 0.380284
17.0659 0.379297
17.1257 0.378207
17.1856 0.377014
17.2455 0.375722
17.3054 0.374334
17.3653 0.372856
17.4251 0.371293
17.485 0.369652
17.5449 0.367938
17.6048 0.366161
17.6647 0.364327
17.7246 0.362446
17.7844 0.360526
17.8443 0.358577
17.9042 0.356608
17.9641 0.354628
18.024 0.352647
18.0838 0.350674
18.1437 0.348717
18.2036 0.346785
18.2635 0.344887
18.3234 0.343029
18.3832 0.341218
18.4431 0.339462
18.503 0.337764
18.5629 0.336131
18.6228 0.334565
18.6826 0.333069
18.7425 0.331646
18.8024 0.330298
18.8623 0.329024
18.9222 0.327824
18.982 0.326697
19.0419 0.325642
19.1018 0.324655
19.1617 0.323734
19.2216 0.322876
19.2814 0.322075
19.3413 0.321329
19.4012 0.320631
19.4611 0.319977
19.521 0.319362
19.5808 0.318781
19.6407 0.318228
19.7006 0.317698
19.7605 0.317187
19.8204 0.316689
19.8802 0.3162
19.9401 0.315715
20 0.315232
