z d
0 1.18382
8.6014 1.21379
10.5195 1.24376
11.9281 1.27373
13.0969 1.3037
14.1459 1.33367
15.1049 1.36364
16.004 1.39361
16.8731 1.42358
17.6823 1.45355
18.4915 1.48352
19.2408 1.51349
19.99 1.54346
20.7093 1.57343
21.3986 1.6034
22.0579 1.63337
22.7473 1.66334
23.3766 1.69331
24.006 1.72328
24.6354 1.75325
25.2647 1.78322
25.9241 1.81319
26.5834 1.84316
27.4226 1.87313
28.981 1.84316
29.4306 1.81319
29.7303 1.78322
29.97 1.75325
